,source_url,site_name,site_url,title,img_url,description
60,https://unwatch.org/mauritania-set-to-win-seat-on-uns-top-human-rights-body-despite-500000-slaves/,UN Watch,https://unwatch.org/mauritania-set-to-win-seat-on-uns-top-human-rights-body-despite-500000-slaves/,"Mauritania set to win seat on UN's top human rights body, despite 500,000 slaves - UN Watch",https://unwatch.org/wp-content/uploads/2019/10/ghazouani.jpg,"President Mohamed Ould Cheikh El Ghazouani Mauritania’s bid for a seat on the UN’s top human rights body should be rejected, as it fails to meet the basic membership criteria. The election of 14 new countries to the Human Rights Council will be held at the UN in New York tomorrow, October 17, 2019. See our full report on all candidates, and press release. Regrettably, because the African group only has four candidates running for the same amount of available seats, many ambassadors from the 193 UN member states who will vote on Thursday wrongly assume that they are obliged to endorse Mauritania. “Electing slave-holding Mauritania as a UN judge on human rights is like making an arsonist into the town fire chief,” warned Hillel Neuer, executive director of UN Watch, who has led a social media campaign opposing Mauritania. UN Watch documents Mauritania’s abuses below. Mauritania’s Human Rights Record Mauritania commits serious human rights violations, including: Torture Arbitrary and politically motivated arrests Harsh and life-threatening prison conditions Restrictions on freedom of assembly, association and religion Corruption Rape and domestic violence against women Ethnic discrimination by government actors Criminalization of same-sex conduct Slavery Human trafficking Child labor Discussion Mauritania is headed by Mohamed Ould Ghazouani who was elected in June 2019 amidst cries of election irregularities.[1] He follows former President Mohamed Ould Abdel Aziz who came to power in 2008 through a military coup and was re-elected in 2014 in elections boycotted by the main opposition party due to allegations the electoral process was flawed.[2] Government corruption is widespread at the …"
61,https://www.wheels24.co.za/NewModels/mercs-updated-glc-new-bmw-m8-gran-coupe-top-new-models-of-the-week-20191012,Wheels,https://www.wheels24.co.za/NewModels/mercs-updated-glc-new-bmw-m8-gran-coupe-top-new-models-of-the-week-20191012,"Merc's updated GLC, new BMW M8 Gran Coupe - Top new models of the week",http://cdn.24.co.za/files/Cms/General/d/9468/5f833aa274eb4c848296a940889a43cc.jpg,Here are the top new models launched this week both locally and internationally.
62,https://delawarestatenews.net/opinion/commentary-everyone-has-a-duty-to-uphold-the-constitution/,Delaware State News,https://delawarestatenews.net/opinion/commentary-everyone-has-a-duty-to-uphold-the-constitution/,Commentary: Everyone has a duty to uphold the Constitution - Delaware State News,,"The president of the United States, the vice president, members of the Cabinet, members of Congress, and those employed by the government take oaths of office that contain either “…preserve, protect and defend the Constitution…” or …”support and defend the Constitution… .” These oaths are “sworn” or “affirmed” by the individuals involved. Today we are …"
63,,YouTube,,,https://markkingstonlevin.com/wp-content/uploads/2019/10/1.jpg?fbrefresh=CAN_BE_ANYTHING,
64,http://www.theguardian.com/us-news/2019/oct/11/california-private-prison-ban-courts,the Guardian,http://www.theguardian.com/us-news/2019/oct/11/california-private-prison-ban-courts,"California governor signs ban on private prisons, setting up fight with Trump",https://i.guim.co.uk/img/media/60bc4d1870bf6ea1425c63fba014e1c979f424d4/0_168_2520_1512/master/2520.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=94161dcbc670576fb073bb8a872a5220,Lawmakers seek to protect prisoners and detained immigrants but private prison company expects courts to strike down measure
65,https://www.khq.com/national/state-local-governments-blast-purdue-opioid-settlement-plan/article_964e3490-2c5c-5aa2-9c22-b8ca29afb341.html,KHQ Right Now,https://www.khq.com/national/state-local-governments-blast-purdue-opioid-settlement-plan/article_964e3490-2c5c-5aa2-9c22-b8ca29afb341.html,404 Error,https://bloximages.newyork1.vip.townnews.com/khq.com/content/tncms/custom/image/31762694-c647-11e8-898c-2f75f78ea9c7.jpg,This page no longer exists or has been removed
66,,,,,,
67,https://www.breitbart.com/europe/2019/10/11/savaged-by-an-extinction-rebellion-tofu-muncher/,Breitbart,https://www.breitbart.com/europe/2019/10/11/savaged-by-an-extinction-rebellion-tofu-muncher/,Watch: Delingpole Savaged by a Greenie at Extinction Rebellion Protest,https://media.breitbart.com/media/2019/10/GettyImages-1174492387-e1570787445847-640x335.jpg,"At the Extinction Rebellion protests in London this week, a bedwetting greenie grabbed my shoulder, pushed me and told me he hoped I'd never have ****ing kids and that if I ever did they'd ****ing hate me forever."
68,https://www.sbs.com.au/news/kurds-rally-in-australia-as-turkey-steps-up-military-campaign-in-syria,SBS News,https://www.sbs.com.au/news/kurds-rally-in-australia-as-turkey-steps-up-military-campaign-in-syria,Kurds rally in Australia as Turkey steps up military campaign in Syria,https://sl.sbs.com.au/public/image/file/ae8fbe65-71f0-4ead-89fd-b12503015a51/crop/16x9,Kurdish people in Australia have held rallies in cities across the country as Turkey pushes further into Kurdish-majority areas in Syria. 
69,https://www.newsnation.in/india/news/chennai-connect-will-bring-new-era-of-cooperation-in-india-china-ties-pm-modi-240634.html,https://www.newsnation.in,https://www.newsnation.in/india/news/chennai-connect-will-bring-new-era-of-cooperation-in-india-china-ties-pm-modi-240634.html," Chennai Connect Will Bring New Era Of Cooperation In India, China Ties: PM Modi - News Nation",https://cdn7.newsnation.in/images/2019/10/12/modixijinping-732.jpg,Prime Minister Narendra Modi on Saturday said a new era of cooperation will begin in Sino-India ties through the “Chennai connect”. In his delegation level talks with Chinese President Xi Jinping on second day of informal summit Modi noted that India and China were global economic powers during most of the last 2000 years and were returning to stage gradually. The prime minister said strategic communication between the two countries increased following the first informal summit in Wuhan. “
70,https://grandinmedia.ca/heroic-cardinals-paid-a-heavy-price-for-their-faith/,Grandin Media,https://grandinmedia.ca/heroic-cardinals-paid-a-heavy-price-for-their-faith/,Heroic cardinals paid a heavy price for their faith - Grandin Media,https://grandinmedia.ca/wp-content/uploads/2019/01/2018-12-06_Rev-DeSouza.jpg,"Pope Francis reminded the newest cardinals that the “readiness of a cardinal to shed his own blood (is) signified by the scarlet colour of your robes.” For one of them it was not a reminder but a memory. “If a believer isn’t ready to suffer for his faith,” Cardinal Sigitas Tamkevičius said last week, “then"
71,http://igberetvnews.com/1062474/just-e-moneys-wife-siblings-arraigned-n798m-crime-proceeds/,Igbere TV News,http://igberetvnews.com/1062474/just-e-moneys-wife-siblings-arraigned-n798m-crime-proceeds/,"JUST IN!!! E-Money's Wife, Siblings Arraigned Over N798m Crime Proceeds | | Igbere TV",http://igberetvnews.com/wp-content/uploads/2019/10/Ezenwna.jpg,"The police have charged the wife of late billionaire kidnapper, Collins Ezenwa, aka E-money, and four of his brothers with money laundering charges at the Federal High Court in Owerri, Imo State. Eleven counts were preferred against the defendants – Gift Ezenwa Emmanuel Okoronkwo, Uche Okoronkwo, Ikechukwu Onyekere and Franklin Anugba – by the Inspector-General […]"
72,https://www.bristolpost.co.uk/news/uk-world-news/speeding-ticket-loophole-get-off-3404426,bristolpost,https://www.bristolpost.co.uk/news/uk-world-news/speeding-ticket-loophole-get-off-3404426,The loophole that could help you avoid paying a speeding fine,https://i2-prod.bristolpost.co.uk/incoming/article3408083.ece/ALTERNATES/s1200/0_GV-OF-a-speed-camera-opposite-the-CityBus-depot-by-the-Alma-Road-traffic-lights.jpg,There's a chance you can avoid paying out and points on your licence
73,https://gazette.com/thetribune/monument-man-arrested-after-dna-ties-him-to-murder-of/article_97f415b6-35fa-11e9-8066-5326785a58b6.html,Colorado Springs Gazette,https://gazette.com/thetribune/monument-man-arrested-after-dna-ties-him-to-murder-of/article_97f415b6-35fa-11e9-8066-5326785a58b6.html,Monument man arrested after DNA ties him to 1973 murder of 11-year-old California girl,https://bloximages.newyork1.vip.townnews.com/gazette.com/content/tncms/assets/v3/editorial/5/31/53180f96-35fb-11e9-9141-ffb8dd947c72/5c6dacfd854bf.image.png?resize=200%2C250,A 72-year-old man who had been living in Monument for the past three years was arrested Feb. 20 after DNA tied him to a decades-old murder of an 11-year-old California
74,https://www.bridportnews.co.uk/news/national/17965012.charles-praises-cardinal-newman-eve-canonisation/,Bridport and Lyme Regis News,https://www.bridportnews.co.uk/news/national/17965012.charles-praises-cardinal-newman-eve-canonisation/,Charles praises Cardinal Newman on eve of canonisation,https://www.bridportnews.co.uk/resources/images/10536333/,The Prince of Wales will lead the UK’s representation when Pope Francis declares the cardinal a saint in Rome.
75,https://www.cbc.ca/news/canada/newfoundland-labrador/tom-osborne-nlesd-financial-system-1.5316727,CBC,https://www.cbc.ca/news/canada/newfoundland-labrador/tom-osborne-nlesd-financial-system-1.5316727,"New financial system for troubled school district 'actively being worked on,' says Tom Osborne | CBC News",https://i.cbc.ca/1.5316747.1570734553!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/tom-osborne-cbc.jpg,"More than a year after a critical report by the auditor general, officials are still figuring out how to address ""significant weaknesses"" in the financial management system at the province's largest school district."
76,,,,,,
77,https://www.malaymail.com/news/showbiz/2019/10/12/de-niro-talks-trump-and-acting-technique-at-london-film-fest/1799608,,https://www.malaymail.com/news/showbiz/2019/10/12/de-niro-talks-trump-and-acting-technique-at-london-film-fest/1799608,De Niro talks Trump and acting technique at London Film Fest | Malay Mail,https://media.malaymail.com/resize_cache/uploads/articles/2019/2019-10/20101012scorsese_deniro-seo.jpg,"LONDON, Oct 12 — Legendary Hollywood actor Robert De Niro renewed his criticism of Donald Trump yesterday, telling a London audience the US president was trying to “destroy” American institutions “to save himself”. &nbsp; In a wide-ranging question-and-answer event at the London Film..."
78,https://www.kyivpost.com/article/opinion/op-ed/michelle-goldberg-america-exports-its-corruption-to-ukraine.html,KyivPost,https://www.kyivpost.com/article/opinion/op-ed/michelle-goldberg-america-exports-its-corruption-to-ukraine.html,Michelle Goldberg: America exports its corruption to Ukraine | KyivPost - Ukraine's Global Voice,https://www.kyivpost.com/wp-content/uploads/2018/09/21_OLE_2955.jpg,"In 2014, Ukraine’s wildly corrupt president, Viktor Yanukovych, fled to Russia after mass protests on the Maidan, Kyiv’s central square. During what Ukrainians call the Revolution of Dignity, police snipers killed dozens of demonstrators. In the revolution’s aftermath, a number of young idealists decided to plunge into politics, hoping to reform their troubled country from …"
79,https://www.680news.com/2019/10/12/afghan-official-policeman-kills-3-fellow-officers/,680 NEWS,https://www.680news.com/2019/10/12/afghan-official-policeman-kills-3-fellow-officers/,Afghan official: Policeman kills 3 fellow officers,https://www.680news.com/wp-content/blogs.dir/sites/2/2017/11/17/680logo-1200x627.png,"KABUL — An Afghan official says that a policeman with links to the Taliban has killed three of his fellow police officers at a checkpoint in northern Balkh province. Mohammad Yusouf Olamzada, Dawlat Abad district chief, says Saturday the attacker has joined insurgents in the area after killing his colleagues the previous night near the …"
80,https://thevillagereporter.com/trial-set-for-ohio-man-accused-of-killing-4-family-members/,The Village Reporter,https://thevillagereporter.com/trial-set-for-ohio-man-accused-of-killing-4-family-members/,Trial Set For Ohio Man Accused Of Killing 4 Family Members - The Village Reporter,https://thevillagereporter.com/wp-content/uploads/2019/10/AP19283460495007.jpg,"Williams County - Fulton County, Ohio News & Sports"
81,https://www.rushvillerepublican.com/opinion/now-we-know-who-s-causing-all-the-discord/article_84acef56-ed14-11e9-a70d-bf2b9c0326a2.html,Rushville Republican,https://www.rushvillerepublican.com/opinion/now-we-know-who-s-causing-all-the-discord/article_84acef56-ed14-11e9-a70d-bf2b9c0326a2.html,Now we know who’s causing all the discord,https://bloximages.chicago2.vip.townnews.com/rushvillerepublican.com/content/tncms/custom/image/e892be8a-d4c0-11e5-89e9-ab3ec6595727.jpg,Fox News host Tucker Carlson thinks he has identified the outfit most responsible for ruining our nation’s public discourse.
82,https://torontosun.com/news/world/turkeys-syria-offensive-an-invasion-arab-league-secretary-general/wcm/67a830ef-700a-429b-a4a8-85d316e55dc7,Toronto Sun,https://torontosun.com/news/world/turkeys-syria-offensive-an-invasion-arab-league-secretary-general/wcm/67a830ef-700a-429b-a4a8-85d316e55dc7,Turkey’s Syria offensive an ‘invasion’: Arab League secretary general,https://postmediacanoe.files.wordpress.com/2019/10/2019-10-12t133259z_989909608_rc147f978f20_rtrmadp_3_arableague-turkey-syria-e1570899091787.jpg,CAIRO — Arab League Secretary General Ahmed Aboul Gheit on Saturday led Arab foreign ministers in lambasting Turkey’s military operation in northeast Syria as an “invasion of an A…
83,https://www.express.co.uk/news/uk/1189737/Glasgow-trafficking-probe-women-slavery,Express.co.uk,https://www.express.co.uk/news/uk/1189737/Glasgow-trafficking-probe-women-slavery,Glasgow trafficking probe snares four and saves women from slavery,https://cdn.images.express.co.uk/img/dynamic/1/750x445/1189737.jpg,A POLICE probe which yesterday led to the conviction of four people for human trafficking helped rescue at least a dozen women from slavery. Last night it was revealed that their victims were mainly brought to the UK to be sold as “wives” to Pakistani men who wanted to be allowed to stay in the country.
84,https://www.newindianexpress.com/states/kerala/2019/oct/12/jolly-multiple-murder-case-a-blow-by-blow-account-of-the-chilling-drama-at-koodathayi-2046173.html,The New Indian Express,https://www.newindianexpress.com/states/kerala/2019/oct/12/jolly-multiple-murder-case-a-blow-by-blow-account-of-the-chilling-drama-at-koodathayi-2046173.html,Jolly multiple murder case: A blow-by-blow account of the chilling drama at Koodathayi,https://images.newindianexpress.com/uploads/user/imagelibrary/2019/10/12/w600X390/Jollyamma_.jpeg,"Serial killings, illicit relationships, fake will...the Koodathayi killings have all the essential ingredients of a spicy masala thriller and there is still a lot to be unravelled."
85,https://gulfnews.com/uae/uae-in-space-hero-hazzaa-almansoori-returns-home-1.1570883012844,,https://gulfnews.com/uae/uae-in-space-hero-hazzaa-almansoori-returns-home-1.1570883012844,UAE in Space: Hero Hazzaa AlMansoori returns home,https://imagevars.gulfnews.com/2019/10/13/191013-hazzaa-mbz_16dc38112c1_medium.jpg,"Hazzaa AlMansoori, the UAE’s first Emirati astronaut and hero, is back in his motherland"
86,https://economictimes.indiatimes.com/news/economy/foreign-trade/informal-meet-between-chinese-prez-pm-augurs-well-for-strategic-ties-fieo/articleshow/71554844.cms,The Economic Times,https://economictimes.indiatimes.com/news/economy/foreign-trade/informal-meet-between-chinese-prez-pm-augurs-well-for-strategic-ties-fieo/articleshow/71554844.cms,"Informal meet between Chinese Prez, PM augurs well for strategic ties: FIEO","https://img.etimg.com/thumb/msid-71554882,width-1070,height-580,imgsize-571498,overlay-economictimes/photo.jpg","FIEO president Sharad Kumar Saraf said differences between two neighbours were not surprising and the key was to resolve them through constructive engagement and consultation, he said. "
87,https://www.forbes.com/sites/paularmstrongtech/2019/10/12/amazon-primed-review-bribery-positions-launch-court-case-opens-potential-class-action/,Forbes,https://www.forbes.com/sites/paularmstrongtech/2019/10/12/amazon-primed-review-bribery-positions-launch-court-case-opens-potential-class-action/,Amazon Primed: A Breakdown Of The Company’s ‘Our Positions’ Memo,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5da1f3166763cb0006089474%2F960x0.jpg,"Amazon Primed' is a short recap of the larger stories that dominated the headlines this week surrounding everyone's favourite cardboard abuser, Amazon. For more check out www.whatdidamazondothisweek.com"
88,https://www.9news.com/article/news/crime/5-juveniles-accused-of-tagging-more-than-100-locations-in-edgewater-wheat-ridge/73-4e48a912-881a-4c49-915f-63505ca906ac,KUSA,https://www.9news.com/article/news/crime/5-juveniles-accused-of-tagging-more-than-100-locations-in-edgewater-wheat-ridge/73-4e48a912-881a-4c49-915f-63505ca906ac,"5 juveniles accused of tagging more than 100 locations in Edgewater, Wheat Ridge",https://media.9news.com/assets/KUSA/images/481450574/481450574_1140x641.jpg,The boys were charged with felony criminal mischief and criminal trespass.
89,https://www.businessghana.com/,BusinessGhana,https://www.businessghana.com/,Turkey Syria offensive: Dozens killed as assault continues,http://www.businessghana.com/site/img/../../cms/img/news/2019-10-11-1358099.jpg,"Casualties are increasing as Turkey presses on with its cross-border offensive on Kurdish-held areas of northern Syria.

At least 11 civilians..."
90,https://english.jagran.com/india/narendra-modi-xi-jinping-informal-summit-day-2-mamallapuram-chennai-live-news-updates-kashmir-trade-defence-indo-china-ties-10005257,Jagran English,https://english.jagran.com/india/narendra-modi-xi-jinping-informal-summit-day-2-mamallapuram-chennai-live-news-updates-kashmir-trade-defence-indo-china-ties-10005257,"Modi-Xi Summit: 'Thank Xi for coming to India,' says PM as 2-day meet ends | Highlights",https://www.jagranimages.com/images/2019/oct/modi-xi-121570869022615.jpg,The meeting between the two leaders over dinner went on for over two hours 
91,https://www.centralmaine.com/2019/10/12/farmington-chamber-hosts-site-tour-of-origin-facility/,Kennebec Journal and Morning Sentinel,https://www.centralmaine.com/2019/10/12/farmington-chamber-hosts-site-tour-of-origin-facility/,Farmington chamber hosts site tour of Origin facility,https://multifiles.pressherald.com/uploads/sites/10/2019/10/Origin.PeteRoberts.JonMilan.DonnaKeaten.jpg,Jody Fletcher has been promoted to the position of company president at Maine Wood Concepts in New Vineyard.
92,https://www.independent.ie/world-news/middle-east/turkey-steps-up-air-strikes-amid-warning-of-catastrophe-38586953.html,Independent.ie,https://www.independent.ie/world-news/middle-east/turkey-steps-up-air-strikes-amid-warning-of-catastrophe-38586953.html,Turkey steps up air strikes amid warning of catastrophe - Independent.ie,https://www.independent.ie/incoming/0cffd/38586844.ece/ALTERNATES/h342/30Turkey.jpg,"Turkey-backed Syrian opposition forces have reached a strategic highway in northeastern Syria as the offensive against Kurdish fighters enters its fourth day, according to reports."
93,https://www.wsbtv.com/news/local/dekalb-county/so-excruciating-long-wait-for-verdict-continues-in-olsen-trial/996664119/,WSBTV,https://www.wsbtv.com/news/local/dekalb-county/so-excruciating-long-wait-for-verdict-continues-in-olsen-trial/996664119/,‘So excruciating': Long wait for verdict continues in Olsen trial,https://www.wsbtv.com/resizer/10uBD8P43VCk5Gej3EAYeazQpmM=/1200x628/arc-anglerfish-arc2-prod-cmg.s3.amazonaws.com/public/IGLHFGJ3A4NVEWOBLHCVQEK6BA.jpg,"After roughly 25 hours of discussion spread over five days, jurors have not reached a verdict against the former officer who shot and killed a naked, unarmed man."
94,,,,,,
95,,,,,http://www.bssnews.net/wp-content/uploads/2019/09/Rohingya-1.jpg,
96,https://www.bloombergquint.com/politics/modi-xi-meet-for-second-day-of-informal-talks,BloombergQuint,https://www.bloombergquint.com/politics/modi-xi-meet-for-second-day-of-informal-talks,"Modi, Xi Meet For Second Day Of Informal Talks",https://gumlet.assettype.com/bloombergquint%2F2019-10%2F6540dfda-f565-47f3-baeb-0fe0df118f86%2FEGqF3IGU8AAqOEB.jpg_large?rect=0%2C104%2C1024%2C538&w=1200&auto=format%2Ccompress&ogImage=true,Xi’s visit to India comes two days after he held talks with Pakistan Prime Minister Imran Khan in Bejing.
97,https://q1065.fm/bangors-bloodiest-shoot-out-was-81-years-ago-today/,Q106.5,https://q1065.fm/bangors-bloodiest-shoot-out-was-81-years-ago-today/,Bangor's Bloodiest Shoot-Out Was 82 Years Ago Today,https://townsquare.media/site/494/files/2018/10/43709457_163724627895840_3079497688740265984_n.jpg?w=1200&h=0&zc=1&s=0&a=t&q=89,"When the FBI's most wanted man came to Bangor in search of guns, he had no idea he would never leave."
98,http://www.startribune.com/sen-amy-klobuchar-stakes-out-lgbt-stances/562921922/,Star Tribune,http://www.startribune.com/sen-amy-klobuchar-stakes-out-lgbt-stances/562921922/,Sen. Amy Klobuchar stakes out LGBT stances,https://stmedia.stimg.co/1570915757_10032001+1amyhotdish101319.JPG?h=630&w=1200&fit=crop&bg=999&crop=faces,"She was one of nine Democratic candidates in 2020 focused on lesbian, gay, bisexual and transgender rights at a CNN town hall Thursday."
99,http://www.nintendolife.com/news/2019/10/cd_projekt_red_probably_wont_port_cyberpunk_2077_to_nintendo_switch,Nintendo Life,http://www.nintendolife.com/news/2019/10/cd_projekt_red_probably_wont_port_cyberpunk_2077_to_nintendo_switch,"CD Projekt Red ""Probably"" Won't Port Cyberpunk 2077 To Nintendo Switch",http://images.nintendolife.com/3725fda388d38/1280x720.jpg,But will look into it
100,https://q1065.fm/bangors-bloodiest-shoot-out-was-81-years-ago-today/,Q106.5,https://q1065.fm/bangors-bloodiest-shoot-out-was-81-years-ago-today/,Bangor's Bloodiest Shoot-Out Was 82 Years Ago Today,https://townsquare.media/site/494/files/2018/10/43709457_163724627895840_3079497688740265984_n.jpg?w=1200&h=0&zc=1&s=0&a=t&q=89,"When the FBI's most wanted man came to Bangor in search of guns, he had no idea he would never leave."
101,https://www.independent.ie/life/pareidolia-hits-the-shores-of-ireland-again-as-tralee-antique-shop-sells-cabinet-with-uncanny-resemblance-to-virgin-mary-38586892.html,Independent.ie,https://www.independent.ie/life/pareidolia-hits-the-shores-of-ireland-again-as-tralee-antique-shop-sells-cabinet-with-uncanny-resemblance-to-virgin-mary-38586892.html,'Pareidolia' hits the shores of Ireland again - as Tralee antique shop sells cabinet with 'uncanny resemblance to Virgin Mary' - Independent.ie,https://www.independent.ie/incoming/e7841/38586215.ece/ALTERNATES/h342/2toast.jpg,"Remarkable reports emerged this week of devotees kissing and rubbing the cabinet, and we can assure you that it has nothing to do with Leo Varadkar and his ministers."
102,https://www.motorcyclenews.com/news/ride5000miles/48-us-states-charity-ride/,Motorcycle News,https://www.motorcyclenews.com/news/ride5000miles/48-us-states-charity-ride/,R5Ker tackles 48 states in 48 days for air ambulance service,https://mcn-images.bauersecure.com/PageFiles/677112/gordon-wilson-3.jpg,Read about the #ride5000miles member who rode across 48 US states in 48 days for charity. Find out how to donate here.
103,https://www.dawn.com/news/1510403,DAWN.COM,https://www.dawn.com/news/1510403,Ethiopian PM wins Nobel Peace Prize for mending ties with Eritrea,https://i.dawn.com/large/2019/10/5da102ef37bb9.jpg,"OSLO: Hailed as a visionary and reformer, Ethiopian Prime Minister Abiy Ahmed won the Nobel Peace Prize on Friday ..."
104,https://dailystandard.com/archive/2019-10-12/stories/38917/group-not-shy-about-gun-safety-legislation,The Daily Standard,https://dailystandard.com/archive/2019-10-12/stories/38917/group-not-shy-about-gun-safety-legislation,Group not shy about gun safety legislation,https://dailystandard.com/picts/2019/10/12/2019-10-12_1_full.jpg,CELINA - Local political activist Cheryl Davis said almost everyone she has talked to at various events for the last several months has agreed to sign a petition that would close state loopholes in ba ...
105,https://q1065.fm/bangors-bloodiest-shoot-out-was-81-years-ago-today/,Q106.5,https://q1065.fm/bangors-bloodiest-shoot-out-was-81-years-ago-today/,Bangor's Bloodiest Shoot-Out Was 82 Years Ago Today,https://townsquare.media/site/494/files/2018/10/43709457_163724627895840_3079497688740265984_n.jpg?w=1200&h=0&zc=1&s=0&a=t&q=89,"When the FBI's most wanted man came to Bangor in search of guns, he had no idea he would never leave."
106,,Punch Newspapers,,"Late kidnapper’s wife, siblings arraigned over N798m crime proceeds",https://cdn.punchng.com/wp-content/uploads/2019/10/12040515/Collins-Ezenwa.jpg,
107,https://en.trend.az/world/turkey/3135984.html,Trend.Az,https://en.trend.az/world/turkey/3135984.html,"Turkey will crush PKK/YPG terrorists if they don't withdraw within 120 hours, Erdogan says",https://cdn.trend.az/media/pictures/2018/06/20/recep_tayyib_erdogan_main_200618__(2).jpg,Turkish President Recep Tayip Erdogan said that Turkey will crush the PKK terror group and its Syrian offshoot the People's Protection Units (YPG) terrorists if they don't withdraw within the agreed 120-hour timeframe from the safe zone area in northern Syria
108,https://uk.news.yahoo.com/mutual-distrust-between-india-china-104731066.html,,https://uk.news.yahoo.com/mutual-distrust-between-india-china-104731066.html,Mutual distrust between India and China remain despite summit,https://s.yimg.com/uu/api/res/1.2/ug.uVzn.dWBqLOKQzyv.nA--~B/aD01Nzg7dz0xMDI0O3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/rfi_english_75/1d2d3eda1cd911b937e6ab6507b5ac5e,"Chinese President Xi Jinping and his Indian host Prime Minister Narendra Modi have pledged to cooperate against ""radicalisation"", but the two sides did not manage to solve the problems which keep them deeply divided.The informal seaside meeting at Chennai in India on Friday was aimed at mending"
109,https://unwatch.org/mauritania-set-to-win-seat-on-uns-top-human-rights-body-despite-500000-slaves/,UN Watch,https://unwatch.org/mauritania-set-to-win-seat-on-uns-top-human-rights-body-despite-500000-slaves/,"Mauritania set to win seat on UN's top human rights body, despite 500,000 slaves - UN Watch",https://unwatch.org/wp-content/uploads/2019/10/ghazouani.jpg,"President Mohamed Ould Cheikh El Ghazouani Mauritania’s bid for a seat on the UN’s top human rights body should be rejected, as it fails to meet the basic membership criteria. The election of 14 new countries to the Human Rights Council will be held at the UN in New York tomorrow, October 17, 2019. See our full report on all candidates, and press release. Regrettably, because the African group only has four candidates running for the same amount of available seats, many ambassadors from the 193 UN member states who will vote on Thursday wrongly assume that they are obliged to endorse Mauritania. “Electing slave-holding Mauritania as a UN judge on human rights is like making an arsonist into the town fire chief,” warned Hillel Neuer, executive director of UN Watch, who has led a social media campaign opposing Mauritania. UN Watch documents Mauritania’s abuses below. Mauritania’s Human Rights Record Mauritania commits serious human rights violations, including: Torture Arbitrary and politically motivated arrests Harsh and life-threatening prison conditions Restrictions on freedom of assembly, association and religion Corruption Rape and domestic violence against women Ethnic discrimination by government actors Criminalization of same-sex conduct Slavery Human trafficking Child labor Discussion Mauritania is headed by Mohamed Ould Ghazouani who was elected in June 2019 amidst cries of election irregularities.[1] He follows former President Mohamed Ould Abdel Aziz who came to power in 2008 through a military coup and was re-elected in 2014 in elections boycotted by the main opposition party due to allegations the electoral process was flawed.[2] Government corruption is widespread at the …"
110,,,,,,
111,https://www.northwaleschronicle.co.uk/news/national/17965028.johnson-urges-turkish-leader-end-military-assault-northern-syria/,North Wales Chronicle,https://www.northwaleschronicle.co.uk/news/national/17965028.johnson-urges-turkish-leader-end-military-assault-northern-syria/,Johnson urges Turkish leader to end military assault on northern Syria,https://www.northwaleschronicle.co.uk/resources/images/10536822/,The PM told President Erdogan his forces’ action risks undermining the fight against so-called Islamic State and worsening the humanitarian crisis.
112,https://www.boston25news.com/news/investigation-into-nursing-home-underway-after-resident-found-dead/996420957/,WFXT,https://www.boston25news.com/news/investigation-into-nursing-home-underway-after-resident-found-dead/996420957/,Investigation into nursing home underway after resident death,https://d1hfln2sfez66z.cloudfront.net/11-02-2019/t_8ed0370b094f4bd4a6a7faf80a115098_name_5FCE21892F2344B0AFDB73E9CDCBAFC0.jpg,A state investigation is underway at a local nursing home after one resident's death.
113,https://www.malaymail.com/news/showbiz/2019/10/12/de-niro-talks-trump-and-acting-technique-at-london-film-fest/1799608,,https://www.malaymail.com/news/showbiz/2019/10/12/de-niro-talks-trump-and-acting-technique-at-london-film-fest/1799608,De Niro talks Trump and acting technique at London Film Fest | Malay Mail,https://media.malaymail.com/resize_cache/uploads/articles/2019/2019-10/20101012scorsese_deniro-seo.jpg,"LONDON, Oct 12 — Legendary Hollywood actor Robert De Niro renewed his criticism of Donald Trump yesterday, telling a London audience the US president was trying to “destroy” American institutions “to save himself”. &nbsp; In a wide-ranging question-and-answer event at the London Film..."
114,https://www.9news.com/article/news/crime/5-juveniles-accused-of-tagging-more-than-100-locations-in-edgewater-wheat-ridge/73-4e48a912-881a-4c49-915f-63505ca906ac,KUSA,https://www.9news.com/article/news/crime/5-juveniles-accused-of-tagging-more-than-100-locations-in-edgewater-wheat-ridge/73-4e48a912-881a-4c49-915f-63505ca906ac,"5 juveniles accused of tagging more than 100 locations in Edgewater, Wheat Ridge",https://media.9news.com/assets/KUSA/images/481450574/481450574_1140x641.jpg,The boys were charged with felony criminal mischief and criminal trespass.
115,https://www.journalgazette.net/news/world/20191012/turkeys-bombing-in-syria-nears-us-troops,,https://www.journalgazette.net/news/world/20191012/turkeys-bombing-in-syria-nears-us-troops,Turkey's bombing in Syria nears US troops | World | Journal Gazette,https://121-jgweb.newscyclecloud.com/storyimage/JG/20191012/ARTICLE/310129956/AR/0/AR-310129956.jpg,"AKCAKALE, Turkey – Turkish forces faced fierce resistance from U.S.-allied Syrian Kurdish fighters on the third day of Ankara's offensive in nor ..."
