,GlobalEventID,Day,ActionGeo_Fullname,Actor1Name,Actor2Name,SOURCEURL,investigate
0,883262054,20191030,,UNITED STATES,MAYOR,https://wiba.iheart.com/content/2019-10-30-madison-common-council-approves-new-40-wheel-tax/,False
1,883179544,20191030,"Shiv, Rajasthan, India",,SENA,https://www.tribuneindia.com/news/nation/shah-thackeray-meet-off-will-be-full-term-cm-says-fadnavis/853656.html,False
2,883350670,20191030,"Cole County, Missouri, United States",,UNITED STATES,https://abc17news.com/news/jefferson-city/2019/10/30/new-details-in-death-of-4-year-old-after-woman-now-charged-with-murder/,False
3,883293661,20191030,Nepal,INDUSTRY,,http://www.bernama.com/en/news.php?id=1784521,False
4,883132601,20191030,"Jerusalem, Israel (general), Israel",PALESTINIAN,ISRAEL,http://english.wafa.ps/page.aspx?id=QqEqrza113905799040aQqEqrz,True
5,883338199,20191030,"Damascus, Dimashq, Syria",MILITARY,RUSSIA,https://www.weeklyblitz.net/oped/israeli-regional-power-and-the-struggle-over-the-spoils-of-the-syrian-war/,False
6,883197864,20191030,"Lucknow, Uttar Pradesh, India",UTTAR PRADESH,,http://www.canindia.com/akhilesh-yadav-to-embark-on-statewide-cycle-yatra/,False
7,883171717,20191030,"Honiara, Solomon Islands (general), Solomon Islands",CIVIL SOCIETY,,https://www.solomontimes.com/news/ict-professionals-meet-to-talk-about-the-future-of-technology-in-solomon-islands/9429,False
8,883330083,20191030,"Baghdad, Baghdad, Iraq",MAGAZINE,ARMY,https://www.dailymail.co.uk/wires/reuters/article-7618113/amp/Islamic-State-leader-targeted-US-forces-Trump-plans-Sunday-statement.html,False
9,883322634,20191030,"Texas, United States",PROSECUTOR,TEXAS,https://www.expressnews.com/news/local/article/S-A-DWI-Dude-lawyer-denies-scamming-member-11009218.php,False
10,883223762,20191030,"Johnson County, Illinois, United States",,SCHOOL,http://www.dailyjournal.net/2019/10/30/bargersville_council_candidates_focused_on_i69_growth/,False
11,883278182,20191030,Cambodia,THAILAND,INDONESIA,https://vietnam.vnanet.vn/english/35th-asean-summit-discussions-to-focus-on-regional-rail-development/429456.html,False
12,883278025,20191030,Ethiopia,AFRICAN ACADEMY OF SCIENCES,GATES FOUNDATION,https://www.cameroon-tribune.cm/article.html/28867/fr.html/innovation-africas-development-scientific-researchers-x-ray,False
13,883277932,20191030,,MACEDONIA,PARLIAMENT,https://english.republika.mk/news/macedonia/parliament-will-dissolve-on-february-11th-likely-postponing-the-nato-ratification-for-after-april/,False
14,883335649,20191030,,AUTHORITIES,,https://www.orissapost.com/new-hurdles-crop-up-for-kanpur-major-irrigation-project/,False
15,883369401,20191030,"Alexandria, Al Iskandariyah, Egypt",EGYPT,POLITICIAN,https://mashable.com/article/facebook-right-wing-social-network/,False
16,883310923,20191030,"Magu, Nigeria (general), Nigeria",NIGERIAN,POLICE,https://thenationonlineng.net/efcc-denies-branding-successful-youth-internet-fraudsters/,False
17,883184903,20191030,"Hickam Air Force Base, Hawaii, United States",,UNITED STATES,https://napavalleyregister.com/lifestyles/announcements/obituaries/edward-franca-campainha/article_e907b7b1-7e81-5228-bcdf-e8e3d4b1157b.html,False
18,883291667,20191030,Tanzania,TANZANIA,,https://phys.org/news/2019-10-misuse-natural-resources-tanzania.html,False
19,883271451,20191030,"Rishon Lezion, HaMerkaz, Israel",ATTORNEY GENERAL,UNIVERSITY,https://www.timesofisrael.com/netanyahu-aide-files-complaint-against-police-over-phone-search/,False
20,883310140,20191030,Germany,ENGINEER,SAMSUNG,https://news.samsung.com/my/sdc19-samsung-advances-experience-innovation-in-collaboration-with-partners-and-developers,False
21,883218242,20191030,"Taiping, Perak, Malaysia",,MINISTRY,https://www.thesundaily.my/local/taiping-selected-for-age-friendly-city-pilot-project-XX1550101,False
22,883135216,20191030,,,FIREFIGHTER,https://wjtn.com/news-and-closings/national-headlines/08261a76d13468044df00400378cd019,False
23,883372358,20191030,"New Haven, Connecticut, United States",ACTIVIST,MAYOR,https://www.msn.com/en-us/news/us/activists-calling-for-hamden-officers-firing-march-through-streets/ar-AAJBPoM,False
24,883155475,20191030,Peru,,COMMUNITY,https://www.wltribune.com/community/photos-friends-gather-at-eastern-star-tea-bake-sale-and-market/,False
25,883185386,20191030,Spain,MINISTRY,,https://newsday.co.tt/2019/10/30/mayor-land-for-homeless-centre-gone/,False
26,883150338,20191030,"Brisbane, Queensland, Australia",,BRISBANE,https://www.brisbanetimes.com.au/national/queensland/raid-on-gold-coast-escort-agency-lands-25-in-brisbane-court-20191030-p535oc.html,False
27,883346549,20191030,"South Dakota, United States",POLICE CHIEF,ATTORNEY,https://kbhbradio.com/index.php?page=news-article&id=10256,False
28,883261293,20191030,Ireland,IRELAND,CRIMINAL,https://www.breakingnews.ie/ireland/tsunami-of-allegations-about-ni-violence-envisaged-under-new-body-960634.html,True
29,883187978,20191030,"Puerto Rico, United States",ROYAL CARIBBEAN,,https://www.abccolumbia.com/2019/10/29/man-charged-with-negligent-homicide-after-his-18-month-old-granddaughter-falls-off-cruise-ship/,False
30,883376568,20191030,"Edinburgh, Edinburgh, City of, United Kingdom",PRINCE,,https://www.express.co.uk/news/royal/1197898/prince-philip-title-princess-anne-wedding-mountbatten-windsor,False
31,883381683,20191030,"New York, United States",UNITED STATES,,https://www.jpost.com/International/Israel-US-to-push-for-UNRWA-oversight-when-mandate-is-renewed-606368,False
