,GlobalEventID,Day,ActionGeo_Fullname,Actor1Name,Actor2Name,SOURCEURL,investigate
0,877343971,20191004,"Johannesburg, Gauteng, South Africa",CAIRO,ETHIOPIA,https://tucson.com/news/world/new-round-of-talks-on-nile-waters-starts-in-sudan/article_20d1c4b7-4881-5da8-92fb-f8b41f9f534e.html,False
1,877409117,20191004,,DENVER,,https://www.pnj.com/story/news/crime/for-the-record/2019/10/04/escambia-and-santa-rosa-felony-and-dui-arrests-for-october/3863495002/,False
2,877282366,20191004,,UNITED NATIONS,PHILIPPINE,https://www.bulatlat.com/2019/10/04/kin-of-drug-related-killings-file-more-evidence-vs-duterte-before-icc/,True
3,877412242,20191004,"Tennessee, United States",UNITED STATES,UNITED STATES,https://www.13wmaz.com/article/news/crime/zip-ties-plastic-bags-poisoned-turkey-woman-admits-she-tried-to-kill-her-elderly-mother/93-1930caf1-6c94-45cc-8f78-9b0f2d48f19a,False
4,877439937,20191004,"Los Angeles County, California, United States",,LOS ANGELES,https://lasentinel.net/l-a-metro-to-host-open-house-sessions-for-little-tokyoarts-district-site-project-on-october-17.html,False
5,877450332,20191004,"Florida, United States",FLORIDA,NORWEGIAN,https://kdvr.com/2019/10/04/florida-man-mistakenly-shoots-and-kills-son-in-law-in-birthday-surprise-gone-wrong/,False
6,877396616,20191004,"Mumbai, Maharashtra, India",DELHI,,https://www.hindustantimes.com/india-news/ex-pmc-bank-md-held-in-amid-ed-raids/story-UQWgTrhjxmLv0TFPFROPuK.html,True
7,877266814,20191004,"Smith County, Texas, United States",PRISON,,https://tylerpaper.com/news/local/flint-man-sentenced-to-five-years-in-prison-in-stabbing/article_c7b0adf0-e653-11e9-ae22-2f916e27f3df.html,True
8,877309253,20191004,"Moscow, Moskva, Russia",PHILIPPINE,PHILIPPINE,https://www.kyivpost.com/russia/bloomberg-duterte-wants-stronger-defense-ties-with-russia-criticizes-us.html,False
9,877369242,20191004,"Belfast, Belfast, United Kingdom",,POLICE OFFICER,https://www.theguardian.com/politics/2019/oct/04/arlene-foster-out-on-her-own-with-history-in-her-hands,False
10,877224158,20191004,"Southlake Mall, Indiana, United States",FIRE CHIEF,,https://www.nwitimes.com/news/for-the-first-time-in-years-hobart-firefighters-land-union/article_8908d5a9-23b1-56ef-8ca0-d39813295b62.html,False
11,877372913,20191004,"East Lothian, East Lothian, United Kingdom",SCOTLAND,UNITED KINGDOM,https://www.edinburghnews.scotsman.com/news/crime/east-lothian-far-right-extremist-jailed-for-downloading-sinister-violent-and-disturbing-terrorist-material-1-5017837,True
12,877206358,20191004,"Dalhousie, New Brunswick, Canada",CANADA,,https://www.thechronicleherald.ca/federal-election/bigger-election-narratives-playing-out-in-halifax-359481/,False
13,877277603,20191004,Nigeria,PRESIDENT,FOREIGN NATIONAL,https://www.dailytrust.com.ng/buhari-to-s-africa-there-should-be-no-xenophobia-again.html,False
14,877388423,20191004,,GOOGLE,,https://www.retaildive.com/news/google-intros-price-tracking-enhanced-visual-search-in-latest-e-commerce-b/564300/,True
15,877362183,20191004,"New York, United States",CHINA,HUNTER,https://www.nationalreview.com/the-morning-jolt/trump-calling-for-china-to-investigate-hunter-biden-doesnt-appear-to-make-sense/,False
16,877275559,20191004,"Arkansas, United States",ATTORNEY GENERAL,ARKANSAS,https://www.baxterbulletin.com/story/news/local/communities/2019/10/03/attorney-general-alert-get-facts-straight-before-you-vape/3854044002/,False
17,877376451,20191004,Lesotho,LESOTHO,THE UN,https://www.icj.org/lesotho-icj-and-lnfod-hold-judicial-workshop-to-promote-access-to-justice-for-persons-with-disabilities/,False
18,877261531,20191004,United Kingdom,AUSTRALIA,,https://bdnews24.com/socialmedia/2019/10/04/barr-pushes-facebook-for-access-to-whatsapp-messages,True
19,877229896,20191004,"University Of Baltimore, Maryland, United States",COMPANY,,https://technical.ly/baltimore/2019/10/03/resources-close-funding-gap-founders-of-color-inclusion-venture-capital/,False
20,877315110,20191004,"Lin-Ay, Zamboanga del Norte, Philippines",,ROTARY CLUB,https://www.harrogateadvertiser.co.uk/news/people/lin-ay-delivers-lecture-on-world-jamboree-to-rotary-1-10026262,False
21,877220238,20191004,"San Francisco, California, United States",CHIEF EXECUTIVE,UNITED STATES,https://siliconangle.com/2019/10/03/box-improves-security-document-editing-splunk-adobe-integrations/,True
22,877224238,20191004,"Texas, United States",KING,JUDGE,https://www.timesrecordnews.com/story/news/2019/10/03/wendy-diane-fox-convicted-sex-student-denied-probation-in-wichita-county/3855862002/,False
23,877413657,20191004,,FRANCE,GUATEMALA,https://drugstorenews.com/superstars-pharmacists-who-went-beyond-call-duty,False
24,877253565,20191004,"Suffolk County, New York, United States",SHOP OWNER,UNITED STATES,https://www.nbcnewyork.com/news/local/Man-Swinging-Samurai-Sword-in-LI-Liquor-Store-Shot-and-Killed-by-Shop-Owner-562128271.html,False
25,877219529,20191004,"Paris, France (general), France",POLICE,FRENCH,https://www.policemag.com/526111/4-french-officers-killed-in-knife-attack-at-police-headquarters,False
26,877438401,20191004,"Manhattan College, New York, United States",UNITED STATES,CRIMINAL,https://thechiefleader.com/opinion/columns/razzle_dazzle/rudy-s-still-no-good-and-keeps-proving-it/article_fefba2c4-e5ea-11e9-9bdc-cf4ab52b44b5.html,True
27,877365846,20191004,"Copenhagen, Køavn*, Denmark",IRELAND,DANISH,http://www.morningstar.co.uk/uk/news/AN_1570198698061789100/irelands-premier-would-consider-british-request-for-brexit-extension.aspx,False
28,877342627,20191004,Spain,ITALY,EUROPEAN,https://www.eurekalert.org/pub_releases/2019-10/uot-tgd100319.php,False
29,877382144,20191004,Israel,IRAN,RUSSIAN,http://www.bcdemocrat.com/2019/10/04/eu-russia-iran/,False
30,877207165,20191004,"Seattle, Washington, United States",PRESIDENT,,https://www.tribuneledgernews.com/local_news/state_and_national/some-in-gop-want-trump-inquiry-but-balk-at-impeachment/article_8f212ab8-f4f2-5482-a8da-fcc990efab64.html,False
31,877400063,20191004,"Sussex, East Sussex, United Kingdom",REPRESENTATIVES,UNITED KINGDOM,https://www.irishtimes.com/news/world/uk/prince-harry-takes-action-against-news-publishers-over-alleged-phone-hacking-1.4040538,False
32,877429272,20191004,"Northwest Passage, Nunavut, Canada",UNITED STATES,,https://o.canada.com/travel/scenic-and-dame-helen-mirren-unveil-worlds-first-discovery-yacht,False
